Model,Segment,Text
OnePlus 8 Pro,Flagship Performance,"We also like to use the PCMark benchmark, which tests general application performance, but its results were odd and inconsistent on the OnePlus 8 Pro; the phone scored higher in 2K screen mode than it did in HD screen mode, which shouldn't happen (lowering screen resolution improves benchmark performance), and in both modes it scored more similarly to last year's OnePlus 7T Pro 5G McLaren than to the Galaxy S20. I'll chalk that up to something wrong in the benchmark app, as other benchmarks disagreed."
OnePlus 8 Pro,Flagship Performance,"The default model of the OnePlus 8 Pro has 8GB of fast LPDDR5 RAM and 128GB of storage; you can boost it to 12GB and 256GB for an extra $100. Storage speed, in general, is a big winner for this phone. The OnePlus 8 Pro rated 24154 on PCMag's specialized storage benchmark, as opposed to 18000 to 19000 on the Galaxy S20 series. That makes loading apps and saving photos feel snappy."
OnePlus 8 Pro,Flagship Performance,"OnePlus' version of Android 10, which it calls Oxygen OS, continues to be the fastest, smoothest Android skin other than Google's own. OnePlus keeps the bloatware to an absolute minimum, while offering lots of ways to tweak your system."
OnePlus 8 Pro,Flagship Performance,"You can change fonts or icon packs, adjust the screen color temperature or vividness, mess with the control buttons and alert slider, install multiple copies of social networking apps, or put some apps into an encrypted folder, for instance. All of this generally hides in the settings menu, so advanced settings don't get pushed on you, but they're there if you want them."
OnePlus 8 Pro,Flagship Performance,"For unlocking, you have an in-display fingerprint sensor or Google's standard other options, including face unlock. I found the in-display fingerprint sensor, just like other in-display sensors, not as good as a physical sensor, but not worse than, say, the S20's in-display sensor."
OnePlus 8 Pro,Flagship Performance,"Battery life on the 4,510mAh cell is good, considering the power of the screen. On the 120Hz 2K screen setting, playing YouTube over Wi-Fi, I got 10 hours, 15 minutes. Kicking it down to 60Hz only got me an extra 30 minutes. That's a little shorter than the standard OnePlus 8, but the OnePlus 8 has a 1080p screen, which naturally uses less power. The OnePlus 8 Pro works with the company's proprietary Warp Charge 30T charger, which took it to 48 percent in 20 minutes and to 100 percent in 50 minutes. That's a faster charge than Samsung offers."
OnePlus 8 Pro,Flagship Performance,"There's also a new charging option: wireless. The Pro works with standard Qi wireless charging pads such as my Logitech wireless charging cradle, but OnePlus also has a new, proprietary wireless charger that charges as fast as its wired charger does: about 21 percent every 10 minutes, and a whole charge in an hour. It doesn't even get hot, just a little warm. That's a radical new step, and the first time I've considered wireless charging to be really worth it."
OnePlus 8 Pro,Great on One Network,"On T-Mobile, and only T-Mobile, the OnePlus 8 Pro has excellent network performance. OnePlus tells me that the unlocked 8 Pro will work on the New T-Mobile's 5G networks, but not on AT&T or (probably) Verizon. It'll be 4G on those carriers."
OnePlus 8 Pro,Great on One Network,"There are four international models of the OnePlus 8 Pro, with four different sets of 5G frequency bands: US, EU, India, and China. The European model will work in India, but otherwise they aren't transferable across 5G networks. They all work on global 4G networks."
OnePlus 8 Pro,Great on One Network,"The Pro has 5G bands n2/n5/n41/n66/n71 with plenty of frills: 4x4 MIMO on n2/n41/n66, DSS, and the ability to do standalone 5G on bands 41 and 71. That's a lot of numbers. What it means is that the Pro can do T-Mobile's low- and mid-band LTE at excellent speed, with the ability to shift up to the next level of low-latency network when New T-Mobile launches it later this year. But unlike the Galaxy S20+, the Pro lacks millimeter-wave 5G. While T-Mobile doesn't have much millimeter-wave coverage right now—it's only in small parts of seven cities—the carrier has spent $2 billion acquiring millimeter-wave airwaves over the past few years."
OnePlus 8 Pro,Great on One Network,"The phone has all of the 4G bands used in the US, including the more obscure bands 46 (LAA) and 48 (CBRS), which are used to improve speeds in crowded urban areas."
OnePlus 8 Pro,Great on One Network,"I tested the OnePlus 8 Pro against the Galaxy S20+ on T-Mobile 5G and the 8 Pro's performance was superior, probably because my Galaxy S20+ hasn't yet received a software update planned for April to let it more efficiently combine 4G and 5G. I also tested the 8 Pro against the OnePlus 8 and the Galaxy S20 on AT&T's 4G network and they performed about the same."
OnePlus 8 Pro,Great on One Network,"I was pleased to see my unlocked OnePlus 8 Pro has voice-over-LTE calling on AT&T, which isn't always a given with unlocked phones. Unfortunately, Wi-Fi calling isn't available on AT&T, although it is on T-Mobile and Verizon. On regular LTE networks, the 8 Pro's voice quality shines with the EVS (enhanced voice services) codec."
OnePlus 8 Pro,Great on One Network,"The unlocked OnePlus 8 Pro has physical dual SIM slots. The second slot isn't active on my review unit, but the phone says it will be activated through a firmware upgrade. For now, the second SIM will be 4G even if the first one is 5G, although that might also change with future software upgrades."
OnePlus 8 Pro,A Good-Looking Camera,"The OnePlus 8 Pro has a 48-megapixel main camera, a 48-megapixel wide-angle camera, and an 8-megapixel telephoto camera, all based on a new Sony IMX689 sensor that has 1.12-micrometer pixels, larger than the 0.8-micrometer pixels you get with the OnePlus 7 Pro or OnePlus 8."
OnePlus 8 Pro,A Good-Looking Camera,"You can definitely see the difference. Photos taken with the OnePlus 8 Pro are sharper, with better dynamic range and background detail than on the OnePlus 8. Sometimes they're even better than the Galaxy S20+, at 1x at least. Samsung notoriously tends to oversharpen photos, and in some of my shots you can seen where the OnePlus 8 Pro's pictures look more natural."
OnePlus 8 Pro,A Good-Looking Camera,"Go to 3x, and the Galaxy S20+ pulls ahead, largely by virtue of its taking 12-megapixel images rather than 8-megapixel images. The OnePlus 8 Pro also clearly isn't optimized for greater than 3x zoom, and anything above that level looks highly digitally processed and washed out, worse than on the Galaxy S20 series (which still looks digitally processed)."
OnePlus 8 Pro,A Good-Looking Camera,"The OnePlus 8 Pro's 48-megapixel mode compares favorably with the Galaxy S20's 64-megapixel mode. Shrunk down to compete with the phone's own 12-megapixel images, daylight photos aren't blown out at all and are sharper. Indoor photos are a bit dimmer, but I only really noticed in very low light."
OnePlus 8 Pro,A Good-Looking Camera,"Low light is where the OnePlus 8 Pro's camera advantages really show up over the OnePlus 8. In my indoor, low-light shots, the 8 Pro's photos are brighter and have more detail than those captured by the OnePlus 8. But the Galaxy S20's far more flexible night mode crushes either OnePlus' Nightscape mode performance. The S20's night mode results in brighter images, and you can still zoom with the S20 at night, something you can't do on either of the OnePlus phones."
OnePlus 8 Pro,A Good-Looking Camera,"Video recording is 4K, not 8K, up to 60fps 4K or 240fps 1080p slow-mo. That's significantly below what the Galaxy S20 offers, which is 8K video and 960fps slow-mo. But we're a few years away from people widely wanting to use 8K video—that resolution takes 500MB/minute, so it's mostly for people who later use editing software to pan and zoom around their videos. 4K is enough for mainstream users right now, and OnePlus delivers a nice, stabilized experience there."
OnePlus 8 Pro,Conclusions,"I really like a lot of what OnePlus is doing with the OnePlus 8 Pro. Display performance matters a lot to smartphone buyers, and it doesn't get any better than this. The OnePlus 8 Pro is also a fast, smooth phone with terrific software and a smart selection of cameras. If you're in a place where you think you won't get 5G anytime soon, or you're on T-Mobile and don't feel you need the S20 line's somewhat more advanced camera features (such as 8K recording), this is a better value than the Samsung Galaxy S20+ or the LG V60."
OnePlus 8 Pro,Conclusions,"But this is a weird time. 5G is expanding, the economy is cratering, and it doesn't feel responsible to recommend expensive flagships that don't support 5G. So as much as I like the OnePlus 8 Pro, I feel more comfortable naming the more affordable OnePlus 8 our Editors' Choice. No, it doesn't have the Pro's 2K screen, true 3x zoom camera, or wireless charging. But it offers greater 5G connectivity starting at $699, which is a better value than you'll find anywhere else."
